Gender,Age,SeniorCitizen,Married,NumberofDependents,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,SatisfactionScore,ServiceCount,AvgChargePerTenureMonth,CLTV
Male,20,No,No,0,0,55,No Offer,Yes,12.28,No,Yes,DSL,48,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,3175.85,0.0,0,675.4,3,4,57.74272727272727,5162
Male,21,No,No,0,0,61,Offer B,Yes,36.05,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,0.0,0,2199.05,3,6,103.2811475409836,4842
Female,50,No,No,0,0,25,No Offer,Yes,1.36,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,527.5,0.0,0,34.0,5,0,21.1,3048
Male,53,No,Yes,0,7,72,Offer A,No,0.0,No,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.1,4754.3,0.0,0,0.0,4,8,66.03194444444445,4969
Male,44,No,No,0,0,54,Offer B,Yes,35.32,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.4,4869.5,0.0,0,1907.28,5,4,90.17592592592592,5871
Female,47,No,Yes,0,1,3,No Offer,Yes,38.09,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,264.85,0.0,0,114.27,1,3,88.28333333333335,2014
Male,38,No,No,0,0,5,Offer E,Yes,13.96,No,Yes,DSL,5,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0.0,0,69.8,4,4,63.620000000000005,3099
Male,34,No,No,0,0,38,Offer C,Yes,3.95,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,95.0,3605.6,0.0,0,150.1,5,4,94.88421052631578,4741
Female,63,No,No,0,0,7,No Offer,Yes,25.17,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.35,564.65,0.0,0,176.19,3,1,80.66428571428571,4989
Female,30,No,No,0,0,52,No Offer,Yes,9.37,No,Yes,DSL,59,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,3043.7,0.0,0,487.24,3,4,58.5326923076923,6107
Male,68,Yes,No,0,0,17,No Offer,Yes,40.93,No,Yes,DSL,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.05,770.6,0.0,0,695.81,1,1,45.32941176470588,3797
Male,46,No,No,1,0,6,No Offer,Yes,27.78,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.7,111.65,0.0,0,166.68,3,0,18.608333333333334,2276
Male,21,No,No,0,0,1,No Offer,Yes,29.33,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,29.33,3,0,19.75,4851
Female,41,No,No,0,0,20,No Offer,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,505.95,0.0,0,0.0,5,1,25.2975,5942
Female,25,No,No,0,0,6,Offer E,No,0.0,No,Yes,Cable,52,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.0,298.7,0.0,0,0.0,5,4,49.78333333333333,2270
Female,24,No,No,0,0,3,Offer E,Yes,25.75,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,1,0,21.25,3398
Female,24,No,No,0,0,29,No Offer,Yes,7.01,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,76.0,2215.25,0.0,0,203.29,3,1,76.38793103448276,5324
Male,49,No,Yes,1,1,52,No Offer,Yes,11.3,Yes,Yes,Fiber Optic,10,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.25,4631.7,0.0,0,587.6,3,5,89.07115384615385,4740
Male,23,No,Yes,0,3,46,No Offer,Yes,46.71,No,Yes,Cable,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.65,3047.15,0.0,0,2148.66,4,5,66.24239130434783,2680
Female,30,No,No,0,0,3,No Offer,Yes,26.26,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,222.3,0.0,0,78.78,1,1,74.10000000000001,2876
Male,61,No,Yes,2,3,53,No Offer,Yes,31.69,No,Yes,DSL,16,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,69.7,3729.6,0.0,0,1679.57,4,5,70.36981132075472,4590
Male,54,No,No,0,0,10,Offer D,Yes,35.63,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,930.4,0.0,0,356.3,2,4,93.03999999999999,4922
Male,62,No,No,0,0,41,Offer B,Yes,45.22,No,Yes,Fiber Optic,15,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.55,3729.75,0.0,0,1854.02,3,4,90.96951219512195,5549
Male,59,No,Yes,3,1,60,No Offer,Yes,39.76,No,Yes,DSL,76,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.05,4663.4,0.0,0,2385.6,4,7,77.72333333333333,5275
Female,26,No,No,0,0,2,No Offer,Yes,30.73,No,Yes,Fiber Optic,39,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,68.95,119.75,0.0,0,61.46,1,2,59.875,5225
Female,77,Yes,Yes,0,1,61,No Offer,Yes,33.75,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,94.2,5895.45,0.0,0,2058.75,3,5,96.6467213114754,5274
Male,40,No,No,0,0,13,No Offer,Yes,12.54,No,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,1008.7,0.0,0,163.02,1,3,77.5923076923077,5964
Female,26,No,No,0,0,33,No Offer,Yes,16.76,Yes,Yes,Fiber Optic,85,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.65,2989.6,0.0,0,553.08,4,4,90.5939393939394,4460
Male,50,No,No,0,0,1,No Offer,Yes,22.05,Yes,Yes,Cable,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,59.85,0.0,0,22.05,2,2,59.85,4017
Female,58,No,Yes,1,2,14,No Offer,Yes,41.05,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.5,272.0,0.0,0,574.7,3,0,19.428571428571427,2993
Female,25,No,Yes,0,1,42,No Offer,Yes,6.84,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,4186.3,0.0,0,287.28,1,4,99.67380952380952,5458
Female,21,No,Yes,0,5,70,Offer A,No,0.0,No,Yes,Cable,46,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.55,4504.9,46.06,0,0.0,3,8,64.35571428571428,4858
Female,29,No,No,0,0,60,No Offer,Yes,37.95,Yes,Yes,DSL,27,Yes,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,64.75,4039.5,0.0,120,2277.0,3,3,67.325,6408
Female,30,No,No,0,0,3,Offer E,Yes,40.67,No,Yes,Fiber Optic,58,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0.0,0,122.01,3,3,72.51666666666667,4330
Male,56,No,Yes,0,1,72,Offer A,Yes,17.31,Yes,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,68.15,4808.7,0.0,0,1246.32,3,5,66.7875,4613
Female,61,No,Yes,1,1,14,No Offer,Yes,9.13,Yes,Yes,Fiber Optic,12,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,1301.0,0.0,0,127.82,3,3,92.92857142857143,4304
Female,56,No,Yes,1,4,30,Offer C,Yes,36.74,No,Yes,Cable,18,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.5,1985.15,0.0,0,1102.2,5,4,66.17166666666667,2215
Female,26,No,No,0,0,45,No Offer,Yes,33.73,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,115.65,5125.5,0.0,0,1517.85,3,8,113.9,3974
Female,22,No,Yes,1,9,9,No Offer,Yes,30.83,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35,191.1,0.0,0,277.47,3,0,21.233333333333334,5352
Female,25,No,No,0,0,22,No Offer,Yes,29.07,No,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.3,1855.65,0.0,0,639.54,1,4,84.34772727272728,5313
Female,75,Yes,Yes,0,1,7,Offer E,Yes,21.43,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0.0,0,150.01,1,2,92.40714285714286,5245
Male,40,No,Yes,2,7,66,No Offer,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0.0,0,2603.7,4,7,106.53484848484848,4663
Female,78,Yes,Yes,0,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0,14.08,3,4,102.83636363636364,3172
Female,77,Yes,No,0,0,2,No Offer,Yes,19.27,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,170.85,0.0,0,38.54,3,3,85.425,4193
Female,67,Yes,No,0,0,57,Offer B,Yes,11.23,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,4003.0,0.0,0,640.11,4,5,70.2280701754386,4759
Female,62,No,Yes,3,5,6,No Offer,Yes,44.13,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,94.45,0.0,0,264.78,3,0,15.741666666666667,4122
Male,47,No,Yes,0,9,69,No Offer,Yes,3.08,Yes,Yes,Fiber Optic,20,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.45,6460.55,0.0,0,212.52,3,4,93.63115942028986,4452
Female,77,Yes,Yes,0,1,1,No Offer,No,0.0,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.8,24.8,0.0,0,0.0,1,1,24.8,5377
Female,31,No,No,0,0,9,Offer E,Yes,36.43,No,Yes,DSL,16,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,703.55,0.0,0,327.87,1,6,78.17222222222222,5900
Male,61,No,Yes,1,5,68,Offer A,Yes,32.59,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.7,7849.85,0.0,0,2216.12,3,8,115.43897058823529,5671
Female,67,Yes,Yes,0,8,67,No Offer,Yes,38.47,Yes,Yes,Fiber Optic,20,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0.0,0,2577.49,3,5,106.6044776119403,4126
Male,55,No,No,0,0,4,No Offer,Yes,34.86,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.95,59.25,0.0,0,139.44,5,0,14.8125,3172
Female,28,No,No,0,0,4,No Offer,Yes,18.03,No,Yes,Cable,59,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.4,272.15,0.0,0,72.12,1,4,68.0375,5730
Female,57,No,No,0,0,45,Offer B,Yes,37.39,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.65,3618.7,0.0,0,1682.55,3,7,80.41555555555556,5937
Male,22,No,No,0,0,32,Offer C,Yes,27.69,Yes,Yes,Fiber Optic,73,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,3432.9,0.0,0,886.08,1,7,107.278125,2541
Female,52,No,No,0,0,11,Offer D,Yes,24.57,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,0.0,70,270.27,4,2,54.690909090909095,3880
Female,39,No,No,2,0,4,No Offer,Yes,29.4,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,268.35,21.69,0,117.6,2,1,67.0875,2227
Male,58,No,No,0,0,2,No Offer,Yes,26.47,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0.0,10,52.94,1,2,90.55,2384
Female,25,No,No,0,0,66,No Offer,Yes,21.37,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.15,4017.45,0.0,0,1410.42,3,4,60.87045454545454,5133
Female,47,No,No,0,0,36,No Offer,Yes,41.33,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,620.75,0.0,0,1487.88,5,0,17.243055555555557,2691
Male,53,No,Yes,1,1,64,No Offer,Yes,13.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.2,6741.15,17.3,0,878.72,4,7,105.33046875,5543
Female,59,No,Yes,3,10,9,No Offer,Yes,12.55,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,172.35,0.0,0,112.95,5,0,19.15,4272
Male,27,No,No,0,0,4,Offer E,No,0.0,No,Yes,DSL,48,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,29.65,118.5,0.0,0,0.0,3,3,29.625,4207
Female,49,No,Yes,0,4,62,No Offer,Yes,8.91,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.65,1416.75,0.0,0,552.42,4,0,22.850806451612904,4671
Male,19,No,No,0,0,2,No Offer,Yes,49.81,No,Yes,DSL,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,46.0,84.5,0.0,0,99.62,3,2,42.25,2667
Female,56,No,No,0,0,3,No Offer,Yes,16.15,No,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.45,240.45,0.0,0,48.45,3,4,80.14999999999999,3591
Female,47,No,Yes,2,8,68,No Offer,Yes,20.15,Yes,Yes,DSL,16,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,73.0,5163.0,0.0,0,1370.2,4,5,75.92647058823529,4156
Male,33,No,Yes,2,4,13,No Offer,Yes,13.77,Yes,Yes,DSL,23,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.8,930.05,0.0,0,179.01,4,5,71.54230769230769,2862
Male,41,No,No,3,0,19,Offer D,Yes,24.1,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.0,377.55,0.0,0,457.9,3,0,19.871052631578948,5188
Male,70,Yes,No,0,0,2,No Offer,Yes,25.19,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,196.75,0.0,0,50.38,1,3,98.375,4998
Female,75,Yes,Yes,0,7,25,No Offer,Yes,38.59,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,1813.1,0.0,0,964.75,4,1,72.524,4442
Male,66,Yes,Yes,0,6,65,No Offer,Yes,32.08,Yes,Yes,Fiber Optic,8,Yes,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.75,6674.65,0.0,0,2085.2,3,4,102.68692307692307,4368
Male,28,No,Yes,1,9,47,Offer B,Yes,6.51,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,951.55,0.0,0,305.97,5,0,20.245744680851065,5183
Female,68,Yes,Yes,0,4,55,No Offer,Yes,22.74,Yes,Yes,Fiber Optic,21,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,90.45,5044.8,12.48,0,1250.7,4,4,91.72363636363637,5140
Female,31,No,No,0,0,1,Offer E,No,0.0,No,Yes,DSL,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,0.0,0,0.0,3,2,34.7,4476
Female,24,No,Yes,0,7,72,Offer A,Yes,20.54,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.1,6155.4,0.0,0,1478.88,4,8,85.49166666666666,4147
Male,23,No,Yes,0,1,60,Offer B,Yes,16.42,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.15,1505.9,0.0,0,985.2,3,0,25.098333333333336,4501
Male,72,Yes,No,0,0,60,No Offer,Yes,10.2,Yes,Yes,DSL,29,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,71.75,4374.55,0.0,10,612.0,3,4,72.90916666666666,4964
Female,73,Yes,Yes,0,1,1,No Offer,Yes,31.27,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.45,74.45,0.0,10,31.27,2,0,74.45,2394
Male,60,No,No,0,0,31,Offer C,Yes,1.53,No,Yes,DSL,6,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.25,1715.65,0.0,10,47.43,3,2,55.343548387096774,2933
Female,74,Yes,No,0,0,2,Offer E,Yes,19.09,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95,85.1,0.0,0,38.18,5,1,42.55,4057
Female,62,No,No,0,0,5,No Offer,Yes,29.75,No,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.65,399.45,0.0,0,148.75,5,2,79.89,2296
Female,50,No,No,0,0,2,No Offer,Yes,41.08,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.9,136.05,0.0,0,82.16,4,1,68.025,2044
Male,54,No,No,0,0,12,Offer D,Yes,45.8,Yes,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.25,832.3,0.0,0,549.6,3,4,69.35833333333333,4334
Female,71,Yes,No,0,0,26,No Offer,Yes,33.74,No,Yes,Fiber Optic,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.8,2193.65,0.0,0,877.24,3,3,84.37115384615385,5700
Male,29,No,No,0,0,4,No Offer,Yes,46.53,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,55.7,0.0,0,186.12,3,0,13.925,4267
Female,50,No,No,0,0,25,Offer C,Yes,30.28,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.05,461.3,0.0,0,757.0,5,0,18.452,2692
Male,37,No,No,0,0,33,No Offer,Yes,28.84,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.25,2171.15,0.0,0,951.72,2,1,65.79242424242425,5647
Female,28,No,Yes,3,1,72,Offer A,No,0.0,No,Yes,Cable,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,55.65,3880.05,0.0,0,0.0,4,7,53.889583333333334,5192
Male,50,No,Yes,2,1,22,Offer D,Yes,37.7,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.25,488.25,0.0,0,829.4,3,0,22.193181818181817,3339
Female,30,No,No,0,0,71,No Offer,Yes,2.66,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.55,1719.15,0.0,0,188.86,5,0,24.213380281690142,4555
Male,34,No,No,0,0,52,No Offer,Yes,6.8,Yes,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.25,4652.4,0.0,0,353.6,3,8,89.46923076923076,4624
Female,80,Yes,No,0,0,15,No Offer,Yes,39.57,No,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91.5,1400.3,48.66,0,593.55,3,3,93.35333333333332,4173
Male,35,No,Yes,0,1,11,Offer D,Yes,9.14,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,834.2,0.0,0,100.54,2,1,75.83636363636364,5075
Female,40,No,Yes,0,9,2,No Offer,Yes,22.23,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,134.05,0.0,0,44.46,5,2,67.025,2115
Male,23,No,No,0,0,14,Offer D,Yes,36.42,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.4,275.7,0.0,0,509.88,5,0,19.692857142857143,5068
Male,23,No,No,0,0,27,Offer C,Yes,8.86,Yes,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.5,2673.45,0.0,70,239.22,3,4,99.01666666666667,5939
Female,25,No,No,0,0,15,Offer D,Yes,36.34,No,Yes,DSL,48,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.45,892.65,0.0,0,545.1,1,4,59.51,5129
Male,47,No,No,0,0,35,No Offer,Yes,17.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.45,705.45,0.0,0,602.0,3,0,20.155714285714286,3967
Female,40,No,No,0,0,3,No Offer,Yes,17.87,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,242.0,0.0,0,53.61,3,1,80.66666666666667,5898
Female,38,No,Yes,0,10,61,Offer B,No,0.0,No,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0.0,0,0.0,3,5,53.18688524590164,4159
Male,29,No,Yes,0,4,72,Offer A,Yes,35.71,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,8349.45,0.0,0,2571.12,4,8,115.96458333333334,5398
Female,28,No,Yes,3,3,72,No Offer,Yes,24.48,Yes,Yes,Cable,69,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,6042.7,0.0,80,1762.56,3,6,83.92638888888888,4505
Male,55,No,Yes,0,1,33,Offer C,Yes,26.8,No,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,0.0,130,884.4,5,3,89.81969696969698,3296
Male,64,No,Yes,1,5,62,Offer B,Yes,20.96,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1263.9,0.0,0,1299.52,5,0,20.385483870967743,6444
Female,45,No,No,0,0,19,No Offer,Yes,18.57,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,383.65,0.0,0,352.83,4,0,20.192105263157895,5586
Female,50,No,Yes,2,1,11,No Offer,Yes,15.04,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,300.7,0.0,0,165.44,4,0,27.336363636363636,5409
Female,56,No,Yes,0,4,51,Offer B,Yes,47.18,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.5,3145.15,0.0,0,2406.18,3,4,61.66960784313726,4207
Female,58,No,Yes,1,6,16,Offer D,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,1195.75,0.0,0,640.48,3,2,74.734375,3624
Female,44,No,No,0,0,31,No Offer,Yes,33.38,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,0.0,0,1034.78,3,2,87.01290322580645,4198
Female,56,No,Yes,0,9,71,No Offer,Yes,13.41,Yes,Yes,DSL,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.3,5894.5,37.44,0,952.11,4,7,83.02112676056338,4264
Female,20,No,No,0,0,1,Offer E,Yes,17.23,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.7,91.7,0.0,0,17.23,3,5,91.7,4319
Female,48,No,Yes,3,1,19,Offer D,Yes,31.85,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,387.7,2.97,0,605.15,3,0,20.405263157894737,4246
Female,45,No,Yes,1,7,13,No Offer,Yes,5.58,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75,246.7,0.0,0,72.54,3,0,18.976923076923075,4314
Male,28,No,No,1,0,13,Offer D,Yes,19.17,No,Yes,Cable,59,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,52.1,670.65,0.0,0,249.21,3,3,51.58846153846154,4929
Female,45,No,No,0,0,9,Offer E,No,0.0,No,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,40.75,359.4,0.0,20,0.0,4,3,39.93333333333333,2973
Male,42,No,Yes,0,4,71,No Offer,Yes,6.19,Yes,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.25,8564.75,0.0,0,439.49,3,8,120.63028169014085,6124
