Gender,Age,SeniorCitizen,Married,NumberofDependents,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,SatisfactionScore,ServiceCount,AvgChargePerTenureMonth,CLTV
Female,50,No,No,0,0,63,No Offer,Yes,31.34,Yes,Yes,DSL,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.3,4995.35,0.0,0,1974.42,3,7,79.29126984126985,5554
Male,51,No,Yes,0,5,63,No Offer,Yes,10.07,Yes,Yes,Cable,20,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,79.8,5034.05,0.0,0,634.41,4,6,79.90555555555555,4073
Female,55,No,Yes,0,7,21,No Offer,Yes,11.27,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,80.9,1714.95,0.0,60,236.67,4,6,81.66428571428571,5733
Male,31,No,Yes,2,8,13,No Offer,Yes,48.7,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.5,343.6,0.0,0,633.1,5,0,26.430769230769233,5077
Male,25,No,Yes,2,7,1,Offer E,Yes,18.63,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.15,20.15,0.0,0,18.63,3,0,20.15,3960
Female,52,No,Yes,2,7,25,Offer C,Yes,13.06,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,520.1,0.0,0,326.5,4,0,20.804000000000002,2010
Male,64,No,Yes,3,6,71,Offer A,Yes,16.13,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1387.45,0.0,0,1145.23,5,0,19.541549295774647,6444
Male,27,No,No,0,0,66,Offer A,Yes,4.32,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,114.3,7383.7,0.0,0,285.12,3,8,111.87424242424242,5303
Female,27,No,No,0,0,45,No Offer,Yes,1.03,No,Yes,Fiber Optic,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.3,4483.95,0.0,0,46.35,3,6,99.64333333333333,4868
Female,20,No,Yes,0,1,22,No Offer,Yes,45.1,No,Yes,Fiber Optic,41,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,80.0,1706.45,0.0,50,992.2,3,1,77.56590909090909,2640
Female,57,No,Yes,0,5,67,Offer A,Yes,7.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.85,1327.4,0.0,0,529.97,5,0,19.811940298507466,5972
Female,30,No,Yes,0,5,68,Offer A,Yes,28.36,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.95,5974.3,0.0,0,1928.48,4,3,87.85735294117647,5672
Female,23,No,Yes,3,4,10,Offer E,Yes,20.05,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,200.0,0.0,0,200.5,4,0,20.0,3763
Male,34,No,Yes,0,9,63,No Offer,Yes,34.02,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,80.0,5040.2,0.0,0,2143.26,3,7,80.0031746031746,5540
Male,31,No,No,0,0,21,No Offer,Yes,22.53,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,422.7,0.0,0,473.13,5,0,20.128571428571426,3721
Male,21,No,No,2,0,1,Offer E,Yes,47.25,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,47.25,3,0,20.25,2448
Female,58,No,No,0,0,17,Offer D,Yes,30.07,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,358.05,0.0,0,511.19,3,0,21.061764705882354,3561
Male,45,No,No,0,0,30,Offer C,Yes,17.26,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,2936.25,0.0,0,517.8,3,5,97.875,3778
Male,21,No,Yes,3,9,22,Offer D,Yes,42.58,No,Yes,DSL,82,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,57.95,1271.8,0.0,0,936.76,3,5,57.809090909090905,5036
Female,33,No,No,0,0,9,Offer E,Yes,39.19,No,Yes,Cable,20,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,530.05,0.0,0,352.71,5,3,58.89444444444444,4011
Male,57,No,Yes,3,10,1,No Offer,Yes,32.78,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2,19.2,0.0,0,32.78,5,0,19.2,3007
Male,40,No,No,0,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0.0,0,225.15,4,3,60.24210526315789,3949
Female,33,No,Yes,0,10,72,Offer A,Yes,44.27,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,103.95,7556.9,0.0,70,3187.44,3,5,104.95694444444445,5096
Male,49,No,Yes,1,9,70,Offer A,Yes,22.67,Yes,Yes,DSL,29,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,68.95,4858.7,0.0,0,1586.9,3,4,69.41,4858
Female,33,No,No,0,0,66,Offer A,Yes,43.14,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.1,6595.0,0.0,0,2847.24,3,7,99.92424242424242,6183
Female,20,No,Yes,2,3,7,No Offer,No,0.0,No,Yes,DSL,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,24.7,149.05,0.0,0,0.0,3,2,21.292857142857144,3872
Female,29,No,Yes,1,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0.0,0,1064.96,3,4,63.9234375,5442
Male,21,No,No,0,0,24,No Offer,Yes,27.91,No,Yes,Fiber Optic,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2187.15,0.0,0,669.84,5,5,91.13125000000001,2007
Female,43,No,No,0,0,37,No Offer,Yes,42.41,Yes,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.9,2976.95,0.0,30,1569.17,4,5,80.4581081081081,3801
Male,61,No,No,1,0,8,No Offer,Yes,14.37,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,178.7,0.0,0,114.96,3,0,22.3375,4577
Female,26,No,Yes,1,8,72,Offer A,Yes,38.99,Yes,Yes,Cable,73,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,71.45,5025.85,0.0,0,2807.28,3,5,69.80347222222223,5656
Female,56,No,Yes,0,3,16,Offer D,Yes,10.5,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,1461.15,0.0,0,168.0,5,5,91.321875,3050
Female,44,No,Yes,0,2,57,No Offer,No,0.0,No,Yes,DSL,14,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,2782.4,0.0,0,0.0,3,6,48.8140350877193,5866
Male,40,No,No,0,0,66,Offer A,Yes,32.22,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.45,1699.15,0.0,0,2126.52,3,0,25.74469696969697,4163
Female,38,No,No,2,0,21,Offer D,Yes,8.68,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,452.2,0.0,0,182.28,3,0,21.53333333333333,2143
Male,43,No,Yes,0,9,66,Offer A,Yes,37.71,Yes,Yes,DSL,15,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,66.1,4428.45,0.0,0,2488.86,3,4,67.09772727272727,5933
Female,29,No,Yes,0,5,17,Offer D,Yes,7.6,Yes,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1322.55,0.0,0,129.2,3,5,77.79705882352941,4852
Female,54,No,Yes,3,5,8,No Offer,Yes,43.05,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,139.75,0.0,0,344.4,3,0,17.46875,2158
Male,19,No,No,0,0,27,No Offer,Yes,36.39,No,Yes,DSL,26,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card,69.35,1927.3,0.0,0,982.53,3,6,71.38148148148149,2450
Male,28,No,Yes,0,10,34,No Offer,Yes,13.97,Yes,Yes,Fiber Optic,48,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,88.85,3000.25,0.0,0,474.98,3,4,88.24264705882354,4014
Male,44,No,No,0,0,30,No Offer,Yes,12.17,No,Yes,Fiber Optic,16,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,97.0,3021.3,0.0,0,365.1,5,5,100.71000000000001,4126
Male,19,No,No,0,0,33,No Offer,Yes,45.72,No,Yes,Cable,51,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,66.4,2245.4,0.0,0,1508.76,5,4,68.04242424242425,3843
Male,52,No,Yes,3,8,14,Offer D,Yes,2.96,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,0.0,0,41.44,3,5,67.475,2871
Female,30,No,No,3,0,16,Offer D,Yes,27.23,Yes,Yes,Fiber Optic,69,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,79.5,1264.2,0.0,0,435.68,4,2,79.0125,5040
Female,49,No,No,0,0,49,No Offer,Yes,11.11,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,100.65,4917.75,0.0,0,544.39,3,6,100.36224489795919,5499
Female,44,No,Yes,1,3,70,Offer A,Yes,8.36,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,79.7,5743.3,0.0,0,585.2,3,6,82.04714285714286,4848
Female,49,No,Yes,1,3,32,No Offer,Yes,46.66,No,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,1864.65,0.0,0,1493.12,3,4,58.2703125,2649
Female,35,No,No,0,0,18,Offer D,Yes,34.12,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0.0,0,614.16,4,1,67.86944444444445,2421
Male,26,No,No,0,0,37,No Offer,No,0.0,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,40.55,1390.85,0.0,50,0.0,3,4,37.59054054054054,4050
Female,36,No,No,0,0,4,No Offer,Yes,23.5,Yes,Yes,Fiber Optic,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.65,302.35,0.0,0,94.0,5,1,75.5875,5396
Female,19,No,Yes,0,2,16,Offer D,Yes,27.83,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.7,1374.9,0.0,0,445.28,3,5,85.93125,4839
Male,31,No,Yes,0,7,17,Offer D,Yes,46.71,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,1336.9,0.0,0,794.07,5,2,78.64117647058823,3591
Female,52,No,No,3,0,19,Offer D,Yes,36.48,No,Yes,DSL,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.6,1297.8,0.0,0,693.12,3,4,68.30526315789473,2463
Male,27,No,Yes,0,0,60,No Offer,Yes,10.05,Yes,Yes,Fiber Optic,48,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,101.15,6067.4,0.0,0,603.0,3,5,101.12333333333332,5301
Male,46,No,Yes,2,7,51,No Offer,Yes,16.85,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1222.25,0.0,0,859.35,4,0,23.965686274509803,5461
Male,30,No,Yes,2,8,28,No Offer,Yes,19.18,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.3,487.95,0.0,0,537.04,3,0,17.426785714285714,2948
Male,64,No,No,0,0,43,No Offer,Yes,21.64,No,Yes,DSL,13,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2548.55,0.0,0,930.52,5,4,59.268604651162796,4614
Male,49,No,Yes,0,10,42,No Offer,Yes,45.75,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,835.5,0.0,0,1921.5,5,0,19.892857142857142,5940
Female,35,No,No,0,0,1,No Offer,Yes,40.87,No,Yes,Cable,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.75,44.75,0.0,0,40.87,5,1,44.75,4118
Female,49,No,No,0,0,63,No Offer,Yes,23.62,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,98.0,6218.45,0.0,0,1488.06,4,5,98.70555555555555,5989
Male,25,No,Yes,0,2,68,Offer A,Yes,24.01,Yes,Yes,Fiber Optic,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.7,7320.9,0.0,0,1632.68,3,7,107.66029411764706,5015
Female,23,No,No,0,0,60,No Offer,Yes,35.47,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,6333.8,0.0,150,2128.2,5,5,105.56333333333333,6186
Female,31,No,Yes,0,0,70,Offer A,Yes,31.15,No,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,0.0,0,2180.5,4,8,85.00285714285714,5950
Male,26,No,No,0,0,4,No Offer,Yes,22.54,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,93.4,0.0,0,90.16,5,0,23.35,4402
Female,38,No,Yes,0,2,68,Offer A,Yes,26.64,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1614.9,0.0,0,1811.52,5,0,23.748529411764707,6146
Male,50,No,Yes,2,1,22,Offer D,Yes,38.82,No,Yes,Fiber Optic,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.0,1573.95,0.0,0,854.04,3,2,71.54318181818182,4040
Male,55,No,Yes,0,6,18,Offer D,Yes,31.79,No,Yes,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0.0,0,572.22,5,3,81.59722222222223,2831
Male,50,No,No,0,0,29,No Offer,Yes,2.05,No,Yes,Fiber Optic,17,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,2607.6,0.0,20,59.45,5,4,89.91724137931034,4561
Male,35,No,No,0,0,31,No Offer,No,0.0,No,Yes,DSL,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,50.05,1523.4,0.0,0,0.0,3,5,49.141935483870974,4529
Female,45,No,Yes,0,3,48,No Offer,Yes,17.03,Yes,Yes,DSL,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.55,3435.6,0.0,0,817.44,4,5,71.575,2478
Male,34,No,No,0,0,50,No Offer,Yes,15.37,No,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.1,4549.45,0.0,0,768.5,3,5,90.98899999999999,6435
Male,22,No,No,0,0,7,No Offer,Yes,26.76,No,Yes,DSL,46,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,322.5,0.0,0,187.32,4,1,46.07142857142857,4300
Male,25,No,Yes,3,8,68,Offer A,Yes,24.08,No,Yes,Fiber Optic,41,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,80.35,5375.15,0.0,0,1637.44,3,3,79.04632352941177,5954
Male,33,No,No,0,0,57,No Offer,No,0.0,No,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,53.35,3090.05,0.0,100,0.0,4,5,54.21140350877193,5461
Female,60,No,No,0,0,3,No Offer,Yes,40.98,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.55,61.05,0.0,0,122.94,4,0,20.349999999999998,3889
Male,59,No,Yes,1,1,19,Offer D,Yes,11.75,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,48.95,955.6,0.0,0,223.25,3,2,50.294736842105266,2394
Female,50,No,No,0,0,3,No Offer,Yes,41.38,No,Yes,DSL,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,140.4,0.0,0,124.14,4,2,46.800000000000004,3167
Female,64,No,No,0,0,59,Offer B,Yes,41.23,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1493.1,0.0,0,2432.57,4,0,25.306779661016947,6196
Male,37,No,Yes,0,1,42,Offer B,No,0.0,No,Yes,DSL,7,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,40.15,1626.05,0.0,0,0.0,4,3,38.71547619047619,4348
Male,58,No,Yes,0,1,67,Offer A,Yes,11.74,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1784.9,0.0,0,786.58,3,0,26.64029850746269,4879
Male,63,No,No,0,0,1,No Offer,Yes,14.42,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,70.35,0.0,10,14.42,5,0,70.35,2722
Male,19,No,Yes,0,1,66,Offer A,Yes,23.27,Yes,Yes,DSL,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,91.7,6075.9,0.0,0,1535.82,3,8,92.0590909090909,5453
Female,60,No,No,0,0,61,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,27,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.2,5500.6,0.0,0,885.72,3,4,90.17377049180328,5536
Male,55,No,Yes,2,1,4,Offer E,Yes,16.68,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.1,73.1,0.0,0,66.72,3,0,18.275,4463
Female,53,No,Yes,2,10,64,Offer B,Yes,17.07,Yes,Yes,DSL,25,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,53.85,3399.85,0.0,0,1092.48,4,2,53.12265625,4954
Male,58,No,No,0,0,1,Offer E,Yes,1.61,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0,1.61,5,0,19.75,5809
Male,19,No,Yes,2,7,54,Offer B,Yes,41.58,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.05,1230.9,0.0,0,2245.32,4,0,22.794444444444448,4039
Female,45,No,No,2,0,18,Offer D,Yes,30.22,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.3,454.65,0.0,0,543.96,4,0,25.258333333333333,3416
Male,46,No,No,0,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,5,4,78.35000000000001,5828
Female,41,No,Yes,1,1,72,Offer A,Yes,15.58,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.75,6595.9,0.0,0,1121.76,3,8,91.60972222222222,5096
Female,37,No,Yes,1,8,11,Offer D,Yes,49.19,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.0,196.35,0.0,0,541.09,5,0,17.849999999999998,5837
Male,37,No,Yes,1,3,61,Offer B,Yes,43.08,No,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,103.9,6449.15,0.0,0,2627.88,5,7,105.72377049180328,4079
Female,23,No,No,0,0,39,No Offer,Yes,29.79,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.7,762.45,0.0,0,1161.81,4,0,19.55,3733
Male,36,No,No,0,0,37,No Offer,Yes,34.37,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,785.75,0.0,0,1271.69,5,0,21.236486486486488,4422
Female,60,No,Yes,0,8,72,Offer A,Yes,26.98,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0,1776.0,0.0,0,1942.56,4,0,24.666666666666668,5374
Female,34,No,No,0,0,8,Offer E,Yes,33.54,No,Yes,DSL,14,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,66.05,574.5,0.0,0,268.32,3,5,71.8125,4157
Female,27,No,Yes,2,2,22,Offer D,Yes,49.51,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,400.3,0.0,0,1089.22,4,0,18.195454545454545,5657
Female,61,No,No,0,0,38,No Offer,Yes,21.19,Yes,Yes,DSL,24,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,68.15,2656.3,0.0,0,805.22,3,5,69.90263157894738,3371
Male,25,No,No,1,0,17,No Offer,Yes,45.92,No,Yes,DSL,73,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,80.85,1445.95,0.0,50,780.64,5,6,85.05588235294118,3913
Female,62,No,No,0,0,28,No Offer,Yes,33.84,No,Yes,Fiber Optic,5,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.6,2244.95,0.0,0,947.52,5,3,80.17678571428571,2951
Female,60,No,No,0,0,15,No Offer,Yes,10.43,No,Yes,Fiber Optic,29,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1130.0,0.0,0,156.45,3,3,75.33333333333333,4096
Male,59,No,Yes,3,1,72,No Offer,Yes,44.61,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,87.55,6463.15,0.0,0,3211.92,4,8,89.76597222222222,5341
Female,20,No,Yes,0,10,57,Offer B,Yes,8.01,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,6252.7,0.0,0,456.57,5,7,109.69649122807017,6026
Female,50,No,Yes,0,3,46,Offer B,No,0.0,No,Yes,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.55,2062.15,0.0,0,0.0,4,4,44.82934782608696,5565
Male,45,No,Yes,0,2,30,No Offer,Yes,22.89,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.7,587.1,0.0,0,686.7,5,0,19.57,2492
Male,22,No,No,0,0,32,No Offer,Yes,46.33,No,Yes,Fiber Optic,85,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.4,2979.3,0.0,0,1482.56,3,6,93.103125,3224
Male,34,No,No,0,0,13,No Offer,Yes,30.06,No,Yes,Fiber Optic,5,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.75,956.65,0.0,0,390.78,3,2,73.58846153846153,2070
Female,35,No,No,0,0,44,Offer B,Yes,32.83,No,Yes,Fiber Optic,24,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.15,3973.2,0.0,0,1444.52,4,4,90.3,4112
Female,22,No,Yes,0,4,67,No Offer,Yes,33.01,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1335.2,0.0,0,2211.67,4,0,19.928358208955224,4994
Female,37,No,Yes,0,4,71,No Offer,Yes,10.46,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,105.15,7555.0,0.0,60,742.66,5,5,106.40845070422536,5707
Male,32,No,No,0,0,1,No Offer,Yes,49.19,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.0,49.0,0.0,0,49.19,3,2,49.0,5289
Male,27,No,Yes,0,1,17,No Offer,No,0.0,No,Yes,DSL,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,49.8,836.35,0.0,0,0.0,5,5,49.19705882352941,5575
Male,52,No,No,0,0,1,Offer E,Yes,2.29,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,20.95,0.0,0,2.29,3,0,20.95,2285
Male,27,No,Yes,1,8,41,Offer B,Yes,39.53,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.5,798.2,0.0,0,1620.73,4,0,19.46829268292683,2446
Female,45,No,No,0,0,1,Offer E,Yes,9.82,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.15,44.15,0.0,0,9.82,4,1,44.15,3103
Male,22,No,Yes,1,8,62,Offer B,Yes,14.75,Yes,Yes,Fiber Optic,52,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,0.0,150,914.5,4,5,104.63225806451612,4271
Female,37,No,No,2,0,17,No Offer,Yes,49.78,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,92.7,1556.85,0.0,0,846.26,4,4,91.57941176470588,2347
Female,37,No,Yes,1,8,72,No Offer,Yes,2.57,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.25,1988.05,0.0,0,185.04,4,0,27.611805555555556,5098
Male,39,No,Yes,3,4,56,Offer B,Yes,23.52,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.95,5432.2,0.0,0,1317.12,5,4,97.00357142857142,6484
